Dealer Code,Name,City,State,Latitude,Longitude,Diesel Price
100107,A. R. DOSHI,RASHIN,Maharashtra,18.43524,74.922858,91.26
100108,ADARSH AUTOMOBILES,PUNE,Maharashtra,18.562112,73.924628,90.35
100110,"ALFA SERVICE STATION, NAIGAON",NAIGAON,Maharashtra,18.488631,74.085941,90.24
100112,AMIT SERVICE CENTRE,BHOR,Maharashtra,18.143793,73.853754,90.78
100113,ANANT OIL AGENCIES,RAHURI,Maharashtra,19.388868,74.64786,90.88
100114,ASHISH PETROLEUM,MORGAON,Maharashtra,18.274073,74.318008,90.74
100116,ASHOK PETROLEUM,YAWAT,Maharashtra,18.474773,74.273983,90.4
100118,DESHMUKH PETROLEUM,PUNE,Maharashtra,18.488571,73.857154,90.35
100119,"BHARAT PETROL DEPOT, NAVI PETH",PUNE,Maharashtra,18.50784,73.843903,90.35
100120,"BHARAT PETROL DEPOT, TILAK TOAD",PUNE,Maharashtra,18.502366,73.856892,90.35
100121,BHAGAVATIPUR VK SSK LTD.,KOLHAR,Maharashtra,19.545573,74.532218,91.04
100124,RAJENDRA FUEL CENTRE,LONI KALBHOR,Maharashtra,18.488943,74.035853,90.24
100125,D. G. MUTHA,SIRUR,Maharashtra,18.828422,74.371085,90.93
100126,DATTA AUTOMOBILES,KHED SHIVAPUR,Maharashtra,18.336566,73.853374,90.49
100127,"DEEPAK PETROLEUM, KURDUWADI",KURDUWADI,Maharashtra,18.092348,75.413319,91.15
100130,FAMOUS AUTO CENTRE,PUNE,Maharashtra,18.527304,73.842575,90.35
100132,HARIKISON AUTO SERVICE,AHMEDNAGAR,Maharashtra,19.084855,74.735008,90.5
100133,HUTATMA RAJGURU SERVICES,CHANDOLI,Maharashtra,18.843187,73.881303,90.66
100134,JAIHIND HIGHWAY SERVICE STATION,PUNE,Maharashtra,18.638711,73.795854,90.41
100135,JANATA AUTOMOBILES,PUNE,Maharashtra,18.515519,73.86773,90.35
100136,GHUMATKAR PETROLEUM,RAJGURUNAGAR,Maharashtra,18.860443,73.890524,90.71
100137,"K.B. LAHOTI, SANGAMNER",SANGAMNER,Maharashtra,19.56954,74.212357,91.31
100146,MOHANISH AUTO CENTRE,PUNE,Maharashtra,18.534497,73.87922,90.35
100149,NUSSERWAN PETROL SERVICE STATION,PUNE,Maharashtra,18.468693,73.858048,90.35
100151,"OZA BROTHERS, SANGAMNER RD.",SHRIRAMPUR,Maharashtra,19.619928,74.651078,91.16
100153,"PREMCHAND LAXMICHAND & SONS,KEDGAON",KEDGAON,Maharashtra,18.453554,74.3781,90.57
100154,"PREMCHAND LAXMICHAND & SONS, DAUND",DAUND,Maharashtra,18.467053,74.57292,90.83
100157,PREMIER SUPPLY CO.,PUNE,Maharashtra,18.513125,73.844741,90.35
100160,RELIABLE PETROLEUM,BHANDGAON,Maharashtra,18.460294,74.3476,90.45
100161,ROSHANI SERVICES,PUNE,Maharashtra,18.539237,73.885772,90.35
100162,S. G. DATE & CO.,BARAMATI,Maharashtra,18.154142,74.570819,91.02
100163,SHREE SADGURU SERVICE STATION,PUNE,Maharashtra,18.526578,73.850827,90.35
100164,SARASWATI AUTO SERVICES,PUNE,Maharashtra,18.499966,73.86603,90.35
100165,SELECT AUTOMOBILES,PUNE,Maharashtra,18.510031,73.833517,90.35
100167,"SHAH DHARSHI JIWAN & CO., AKLUJ",AKLUJ,Maharashtra,17.892905,75.015645,91.5
100168,"SHAH DHARSHI JIWAN & CO., INDAPUR",INDAPUR,Maharashtra,18.110333,75.02177,91.38
100169,"SHAH DHARSHI JIWAN & CO., BHIGWAN",BHIGWAN,Maharashtra,18.3075,74.751055,91.01
100170,S.M.S.M.P. SSK LTD,AKLUJ,Maharashtra,17.885149,75.0213,91.5
100171,SHRI SHANKAR SSK LTD.,SADASHIVNAGAR,Maharashtra,17.872866,74.83879,91.6
100172,SHRIGONDA FARM FUEL CENTRE,SHRIGONDA,Maharashtra,18.607998,74.690595,90.97
100174,TEKAWADE SERVICE STATION,PUNE,Maharashtra,18.499227,73.94905,90.35
100177,TOP UP CENTRE,AHMEDNAGAR,Maharashtra,19.108995,74.7456,90.5
100178,U.P. GUJAR,SHIKRAPUR,Maharashtra,18.692137,74.131504,90.59
100180,"VARDHAMAN PETROL DEPOT, WARJE",PUNE,Maharashtra,18.483096,73.802343,90.35
100182,WESTERN TRANSPORT AGENCY,KATRAJ,Maharashtra,18.423198,73.860225,90.34
100211,POHEGAON KHURD VIVIDH KARYAKARI,POHEGAON,Maharashtra,19.835316,74.42126,90.83
100212,SHREE SERVICE STATION,WAGHOLI,Maharashtra,18.58245,73.987181,90.41
100632,J.B. HIGHWAY,MANGALORE,Karnataka,12.940391,74.81609,90.17
100633,JANATHA FUELS,MANGALORE,Karnataka,12.914734,74.834318,90.21
100634,M.A. KRISHNA NAYAK & CO (BC ROAD),BANTWAL,Karnataka,12.882507,75.028353,90.33
100635,M.A. KRISHNA NAYAK & CO (BALMATTA),MANGALORE,Karnataka,12.873598,74.851293,90.21
100638,M.A. KRISHNA NAYAK & CO(ULLAL),ULLAL,Karnataka,12.791806,74.858018,90.26
100639,M.A. KRISHNA NAYAK & CO(KODAILBAIL),MANGALORE,Karnataka,12.874438,74.839956,90.21
100640,M.A. KRISHNA NAYAK & CO(MULKI),MULKI,Karnataka,13.082839,74.789456,90.17
100641,K.B. MALLA & COMPANY,BELTHANGADY,Karnataka,12.991595,75.283213,90.7
100642,M.MANJAPPA SHETTY,MOODBIDRI,Karnataka,13.067687,74.993758,90.34
100643,UNITED MOTORS,MANGALORE,Karnataka,12.868147,74.851948,90.21
100645,K. VASUDEV KAMATH,JALSOOR,Karnataka,12.59433,75.336057,90.97
100646,CANARA SALES CORPORATION (KARKALA),UDUPI,Karnataka,13.212886,74.99724,90.54
100647,M.R. KARNAD & SONS,UDUPI,Karnataka,13.342,74.747437,90.48
100648,KRUPA MOTORS & FUELS,HEBRI,Karnataka,13.456686,74.984247,90.84
100650,RAJALAKSHMI SERVICE STATION,KOTESHWAR,Karnataka,13.587445,74.698391,90.77
100651,RAJANI FUEL CENTER,TALLUR,Karnataka,13.651783,74.706364,90.82
100652,S.G. ENTERPRISES,BAINDOOR,Karnataka,13.853566,74.630388,91.11
100656,ASHITHA ENTERPRISES,GUNDMI,Karnataka,13.478068,74.713168,90.7
100661,SYAMNUR SERVICE STATION,CHIKMAGALUR,Karnataka,13.325922,75.774576,91.68
100663,N.K.LINGE GOWDA & SONS,MUDIGERE,Karnataka,13.137424,75.640737,92.05
100664,SHANKAR MILLS (KOPPA),KOPPA,Karnataka,13.5353,75.366082,91.58
100665,SHANKAR MILLS (BALEHONNUR),BALEHONNUR,Karnataka,13.350956,75.465471,91.77
100666,SHARDAMBA SERVICE STATION,SHRINGERI,Karnataka,13.420942,75.247567,91.23
100668,S.B.GOWDAIAH,HASSAN,Karnataka,13.002788,76.107935,90.79
100670,B M CHANDRASHEKHAR,SAKLESHPURA,Karnataka,12.946287,75.787549,91.0
100671,K.C.YOGISH,CHANNARAYAPATNA,Karnataka,12.905994,76.387218,91.04
100672,L.M.GHOUSE,BELUR,Karnataka,13.170643,75.875947,91.34
100673,K.VENKATSWAMY & CO ( ARSIKERE),ARSIKERE,Karnataka,13.317116,76.253629,91.09
100674,SRI LAKSHMI SERVICE STATION,SHRAVANABELAGOLA,Karnataka,12.861863,76.479087,91.14
100675,CANARA SALES CORPORATION,MADIKERI,Karnataka,12.418279,75.740407,91.95
100676,P.S. THIMMAIAH & CO,GONIKOPPAL,Karnataka,12.184383,75.922486,92.17
100677,GANESH FUELS,MURNAD,Karnataka,12.314674,75.751385,91.97
100678,KUSHALNAGAR WORKS (KUSHALNAGAR),KUSHALNAGAR,Karnataka,12.450596,75.968452,92.19
100679,KUSHALNAGAR WORKS (POLIBETTA),POLIBETTA,Karnataka,12.239152,75.913213,92.23
100680,GANESH AGENCY,SOMWARPET,Karnataka,12.59845,75.85113348,92.25
100681,COORG FUELS,VIRAJPET,Karnataka,12.193317,75.802028,92.18
100682,K.V.NIRANJAN,BANASANDRA,Karnataka,13.311307,76.655535,91.39
100685,SRI MANJUNATHASWAMY SERVICE STATION,SHIMOGA,Karnataka,13.916135,75.564638,92.23
100686,S.G.SHIVASHANKARAIAH & SONS,BHADRAVATHI,Karnataka,13.842523,75.697546,92.23
100687,KUMAR ENTERPRISES,AYYANUR,Karnataka,14.009113,75.438051,92.02
100688,GAJANANA FILLING STATION,SAGAR,Karnataka,14.166745,75.04353,92.23
100690,H V R & H V K,THIRTHAHALLI,Karnataka,13.690565,75.249285,91.68
100696,SOWKAR M BABA PAI (WEST MAIDAN),MANGALORE,Karnataka,12.888064,74.835455,90.21
100699,BHASKAR SARVOTTAM KAMATH & SONS,UPPINANGADY,Karnataka,12.837373,75.241018,90.61
100702,MYMPSN,MANGALORE,Karnataka,12.85582,74.833446,74.78
100703,DEEPAK SALES & SERVICES,MANGALORE,Karnataka,12.948997,74.810409,90.17
100704,SRI DURGA SERVICE STATION,B.C.ROAD (NR.FR.PET),Karnataka,12.876666,75.01215,90.33
100778,ANURADHA AUTO SERVICE CENTRE,VISAKHAPATNAM,Andhra Pradesh,17.716564,83.204724,96.24
100779,BHAGYALAXMI FILLING STATION,VISAKHAPATNAM,Andhra Pradesh,17.747624,83.331127,96.24
100781,CHAKKA SRIRAMAMURTHY &SURYANARAYANA,PAYAKARAOPET,Andhra Pradesh,17.367395,82.566744,96.96
100782,CHAKKA SRIRAMAMURTHY &SURYANARAYANA,YELAMANCHILI,Andhra Pradesh,17.554223,82.858696,96.67
100785,J C ENTERPRISES,ANANDAPURAM,Andhra Pradesh,17.901081,83.397291,96.38
100786,MAHALAKSHMI ENTERPRISES,OLD GAJUWAKA,Andhra Pradesh,17.68395,83.202367,96.3
100787,MATSYA MARINES,VISAKHAPATNAM,Andhra Pradesh,17.699796,83.302159,96.24
100788,ONDURU BOJJAIAH SON,PADERU,Andhra Pradesh,18.081996,82.665466,96.99
100790,SRI SATYASAI ENTERPRISES,SABBAVARAM,Andhra Pradesh,17.78236,83.117279,96.31
100792,SRINIVASA SERVICE CENTRE,UGGINIPALEM,Andhra Pradesh,17.642284,82.903946,96.48
100793,SRINIVASA AUTOMOBILE SERVICE STN,VISAKHAPATNAM,Andhra Pradesh,17.724834,83.309147,96.24
100795,TIRUMALA ENTERPRISES,VISAKHAPATNAM,Andhra Pradesh,17.713353,83.294187,96.24
100797,SIMHADRI AGENCIES,VISAKHAPATNAM,Andhra Pradesh,17.761888,83.334045,96.24
100798,V CHALAMAIAH SONS,VISAKHAPATNAM,Andhra Pradesh,17.685495,83.216825,96.19
100801,SRINIVASA AUTO CENTRE,THIMMAPURAM,Andhra Pradesh,17.422511,82.737839,96.75
100802,GENERAL ENTERPRISES,VIZIANAGARAM,Andhra Pradesh,18.107236,83.396342,96.8
100803,M SANYASI CHETTY & GURU MURTHY,BHUSAIVALASA,Andhra Pradesh,18.483093,83.285096,97.44
100804,M.CHINA SANYASI CHETTY & SON,SALUR,Andhra Pradesh,18.518416,83.201138,97.44
100806,SRI VENKATADURGA ENTERPRISES,KOTHAVALASA,Andhra Pradesh,17.883516,83.188133,96.31
100807,P SATYANARAYANA GUPTA,RAJAM,Andhra Pradesh,18.449425,83.661097,97.38
100811,SRI BALAJI AGENCIES,KAKINADA,Andhra Pradesh,16.954213,82.231531,97.71
100812,LAKEVIEW FILLING STATION,KAKINADA,Andhra Pradesh,16.994287,82.24278,97.71
100814,AKSHAY AUTOMOBILES,KAKINADA,Andhra Pradesh,17.017371,82.263033,97.71
100815,CHAKKA SRIRAMAMURTHY &SURYANARAYANA,VELAMKOTHUR,Andhra Pradesh,17.340433,82.511369,97.03
100816,CHAKKA SRIRAMAMURTHY &SURYANARAYANA,PITHAPURAM,Andhra Pradesh,17.110251,82.255012,97.47
100830,SRI LAKSHMI AGENCIES,RAJAHMUNDRY,Andhra Pradesh,17.012223,81.782055,96.74
100832,SREE SURYAPRAKASH SERVICE STATION.,RAJAHMUNDRY,Andhra Pradesh,17.027302,81.808044,96.74
100834,BUCHIBABU FILLING CENTRE,ETHAKOTA,Andhra Pradesh,16.724978,81.83086,97.06
100835,SRI BHIMESWARA AGENCIES,AMALAPURAM,Andhra Pradesh,16.581128,81.99682,97.4
100836,SRI RAMA SURYA SATYA AGENCIES,AMALAPURAM,Andhra Pradesh,16.57816,82.00214,97.4
100837,PADMA PETROLEUMS,ANAPARTHY,Andhra Pradesh,16.931269,81.953636,96.93
100838,SRI PATTABHIRAM COMMERCIAL SYNDICAT,MALKIPURAM,Andhra Pradesh,16.408749,81.796702,97.67
100840,KONASEEMA PETROFILL,RAVULAPALEM,Andhra Pradesh,16.743719,81.833843,97.05
100841,V.VEERARAJU,DWARAPUDI,Andhra Pradesh,16.922617,81.915391,96.92
100842,SRI VENKATESWARA MOTOR OIL CO.,GOKAVARAM,Andhra Pradesh,17.263818,81.851578,96.63
100843,K.KANAKAIAH & CO.,MACHILIPATNAM,Andhra Pradesh,16.185813,81.13569,97.75
100844,KANCHI SEETHARAMAIAH & SONS,TIRUVURU,Andhra Pradesh,17.10108,80.614677,97.31
100845,SRI LAKSHMI PRANAV FILLING STATION,BANTUMILLI,Andhra Pradesh,16.366239,81.272362,98.01
100846,RAVI RAGHAVAIAH & SONS,CHALLAPALLI,Andhra Pradesh,16.116544,80.931222,97.72
100849,SRI VENKATESWARA AUTOMOBILES,BAPULAPADU,Andhra Pradesh,16.635188,80.970482,97.37
100851,AMAR AUTOMOBILES (A/C MAHESHWARI UD,MUMBAI,Maharashtra,19.026304,72.854449,89.98
100852,AURO PETROLEUM CENTRE,MUMBAI,Maharashtra,19.051732,72.90265,89.98
100854,BAHRI AUTO SERVICE,MUMBAI,Maharashtra,19.051588,72.901485,89.98
100855,BAJRANG AUTO SERVICE,MUMBAI,Maharashtra,19.108037,72.880894,89.98
100856,BHARUCHA AUTO SERVICE,MUMBAI,Maharashtra,19.035216,72.842588,89.98
100857,BOMBAY PETROLEUMS,MUMBAI,Maharashtra,19.025233,72.84038,89.98
100858,BORIVALI PETROL SUPPLY,MUMBAI,Maharashtra,19.233697,72.856828,90.08
100860,CHHEDA SERVICE STATION,MUMBAI,Maharashtra,19.177731,72.943649,90.09
100862,DAULAT AUTOMOBILES,MUMBAI,Maharashtra,18.936852,72.839711,89.98
100863,DAYARAM SANTDAS & CO,MUMBAI,Maharashtra,18.965334,72.80398,89.98
100864,DESAI AUTO SERVICE,MUMBAI,Maharashtra,19.043377,72.863915,89.98
100867,EXPRESS SERVICES QR,MUMBAI,Maharashtra,18.937834,72.82736,89.98
100868,EXPRESS PETROLEUM COLABA,MUMBAI,Maharashtra,18.91663,72.827154,89.98
100869,FAMOUS AUTO SERVICE STATION,MUMBAI,Maharashtra,19.217907,72.851387,90.08
100870,AUTO CENTRE,ELURU,Andhra Pradesh,16.710279,81.09399,97.69
100871,THE ELURU PETROL SUPPLY COMPANY,ELURU,Andhra Pradesh,16.710275,81.093981,97.69
100874,SRI VENKATESWARA SERVICE STATION,ELURU,Andhra Pradesh,16.716753,81.116057,97.69
100876,DARA KRISHNA RAO,TADEPALLIGUDEM,Andhra Pradesh,16.815551,81.5201,97.52
100880,J.V.L. NARASIMHA RAO,PERAVALI,Andhra Pradesh,16.7444837,81.7498342,97.25
100882,R.AMMIRAJU & BROTHERS,NIDADAVOLU,Andhra Pradesh,16.903073,81.676226,97.06
100883,RAMA CORPORATION,PRATHIPADU,Andhra Pradesh,16.834776,81.694679,97.52
100884,MOTILAL RUPCHAND,KOVVUR,Andhra Pradesh,17.02,81.731522,96.82
100886,P. NARASIMHA SWAMY,PALACOLE,Andhra Pradesh,16.44397,81.70214,97.45
100887,SRI VENKATESWARA AGRO,CHINTALAPUDI,Andhra Pradesh,17.062949,80.983369,97.74
100888,SRI GOPALA KRISHNA PETROL PUMP,JANGAREDYGUDM,Andhra Pradesh,17.12005,81.298064,97.51
100892,SRI RAMA PETROL PUMP,KHAMMAM,Telangana,17.249802,80.133306,95.72
100894,JANARDHANAM SERVICE STATION,BADRACHALAM,Telangana,17.670703,80.893527,97.13
100895,K.JANARDHANAM & C. SUDARSAN DAS,KOTHAGUDEM,Telangana,17.551582,80.616439,96.43
100897,SITARAMA OIL TRADERS,KHAMMAM,Telangana,18.069406,80.829525,96.99
100898,THAKUR PETROL SUPPLY,GARLA,Telangana,17.466532,80.146588,96.02
100910,CSR MURTHY(UGGINIPALEM),UGGINIPALEM VILLAGE,Andhra Pradesh,17.645512,82.907899,96.48
100913,Sri Ramakrishna Station,BAYYAVARAM,Andhra Pradesh,17.659654,82.936341,96.44
100914,PODUGU SWAMULU & SONS,AKKIVALASA,Andhra Pradesh,18.260527,83.788058,97.0
100915,SRIKAKULAM SER STN.,PEDDAPADU,Andhra Pradesh,18.323172,83.937413,97.26
100916,RAMGOPAL & CO,KAKINADA,Andhra Pradesh,17.024559,82.232842,97.71
100925,J.NARASIMHA RAO & SONS,KHAMMAM,Telangana,17.225067,80.277217,95.77
100926,SRI MOTILAL RUPCHAND,NARSAPUR,Andhra Pradesh,16.443958,81.702163,97.55
100930,GATEWAY AUTO SERVICES,MUMBAI,Maharashtra,18.924391,72.832833,89.98
100932,GILL AUTO SERVICE,MUMBAI,Maharashtra,18.985612,72.842528,89.98
100933,GODREJ & BOYCE MFG.CO.PVT LTD.,MUMBAI,Maharashtra,19.105207,72.922392,89.98
100936,GOREGAON PETROL SUPPLY CO,MUMBAI,Maharashtra,19.166072,72.845856,90.19
100937,"GURUNANAK AUTOMOBILES,A/C ANDHERI",MUMBAI,Maharashtra,19.116191,72.856341,89.98
100940,HIGHWAY AUTOMOBILES GHATKOPAR,MUMBAI,Maharashtra,19.095677,72.915104,89.98
100944,J.SINGH BROTHERS. (A/C GP RD),MUMBAI,Maharashtra,18.96965,72.845215,89.98
100945,JANATA SERVICE STATION,MUMBAI,Maharashtra,18.97629,72.846719,89.98
100946,J.B. PATEL& CO(A/C MAMA P RD),MUMBAI,Maharashtra,18.953898,72.816273,89.98
100947,JOGESHWARI PETROL SUPPLYCO.,MUMBAI,Maharashtra,19.131122,72.847309,90.02
100949,OM SIDDHESHWARI FUEL WORLD,MUMBAI,Maharashtra,19.112654,72.841472,89.98
100950,KAKA AUTOMOBILES,MUMBAI,Maharashtra,19.142992,72.932953,90.01
100951,KAUSAR AUTO SERVICE,MUMBAI,Maharashtra,18.979171,72.824836,89.98
100952,KENIA AUTOMOBILES,MUMBAI,Maharashtra,18.986749,72.843869,89.98
100953,LAKHBIR AUTOMOBILES,MUMBAI,Maharashtra,19.07099,72.862172,89.98
100954,LAXMI ENTERPRISES,MUMBAI,Maharashtra,18.980428,72.851006,89.98
100955,LIBERTY  AUTOMOBILES,MUMBAI,Maharashtra,18.919432,72.829776,89.98
100956,MADHAV MOTORSTORES PVT.LTD.A/CANDHE,MUMBAI,Maharashtra,19.117832,72.844981,89.98
100957,MAHAVIR AUTO,MUMBAI,Maharashtra,19.155509,72.937902,90.01
100959,MANHAS AUTO SERVICE,MUMBAI,Maharashtra,18.998667,72.849183,89.98
100960,MASTAKAR AUTO SERVICE STN.,MUMBAI,Maharashtra,19.142677,72.831676,90.02
100961,MODERN SERVICE STATION,MUMBAI,Maharashtra,18.964647,72.819811,89.98
100962,NATIONAL PETROL CO. ( A/C DADAR),MUMBAI,Maharashtra,19.021495,72.837214,89.98
100966,NEW BOMBAY AUTO SUPPLY CO,MUMBAI,Maharashtra,19.06155,72.835731,89.98
100967,NEW KAMPALA S. STATION,MUMBAI,Maharashtra,18.972535,72.809478,89.98
100969,PATEL AUTOMOBILESA/C GOREGAON,MUMBAI,Maharashtra,19.170995,72.84549,90.19
100970,PATEL BROTHERS,MUMBAI,Maharashtra,18.969219,72.832319,89.98
100971,PETROLEUM & MINERALS PVT LTD A/C T,MUMBAI,Maharashtra,18.966318,72.813655,89.98
100973,PETROLEUM & MINERALS PVT LTD (A/C P,MUMBAI,Maharashtra,18.948825,72.835293,89.98
100974,"PRAKASH AUTOMOBILES,A/C JVPD",MUMBAI,Maharashtra,19.116459,72.828741,89.98
100976,RADIANT PETROLEUM PRODUCTS PVT LTD,MUMBAI,Maharashtra,19.053887,72.893404,89.98
100977,RAJ AUTOMOBILES,MUMBAI,Maharashtra,18.961572,72.821624,89.98
100978,RAVI AUTO SERVICES,MUMBAI,Maharashtra,19.011144,72.820509,89.98
100981,SATGURU AUTOMOBILES (A/C WADALA),MUMBAI,Maharashtra,19.016208,72.85189,89.98
100982,SETHI AUTOMOBILES,MUMBAI,Maharashtra,18.979052,72.843667,89.98
100983,SHAH PETROLEUM PRODUCTS A/C CHEMBUR,MUMBAI,Maharashtra,19.07013,72.901177,89.98
100985,SHETKARI SAHKARI SANGH LIMITED,MUMBAI,Maharashtra,19.004997,72.844506,89.98
100986,SHETTY AUTO SERVICE,MUMBAI,Maharashtra,19.008844,72.84126,89.98
100990,TAJ AUTOMOBILES,MUMBAI,Maharashtra,18.966903,72.819371,89.98
100991,TAXIMENS SERVICES,MUMBAI,Maharashtra,19.013922,72.843905,89.98
100992,TAXIMENS SERVICES LTD. (A/C BANDRA,MUMBAI,Maharashtra,19.053659,72.838078,89.98
100994,UGANDA SERVICE STATION,MUMBAI,Maharashtra,19.014166,72.855229,89.98
100995,UNITED MOTORS INDIA PVT LTD.,MUMBAI,Maharashtra,18.958515,72.810639,89.98
100996,UNIVERSAL MOTORS,MUMBAI,Maharashtra,18.970928,72.840893,89.98
100997,VARMA AUTOMOBILES,MUMBAI,Maharashtra,18.952621,72.841667,89.98
100999,VIJAY SERVICE STATION,MUMBAI,Maharashtra,18.97372,72.844968,89.98
101000,VIKHROLI AUTOMOBILES,MUMBAI,Maharashtra,19.124854,72.924967,89.98
101001,VIKRAM AUTO SERVICES,MUMBAI,Maharashtra,19.12457,72.823283,89.98
101002,WORLIWAY SERVICE STATION A/C PLOT 8,MUMBAI,Maharashtra,18.99797,72.817376,89.98
101868,BP GHAR KANNEVALASA,KANNEVALASA,Andhra Pradesh,18.534513,84.166377,97.51
101872,BP-RAJANAGARAM,RAJANAGARAM,Andhra Pradesh,17.081564,81.901531,96.63
101873,ADARSH SERVICE STATION,MUMBAI,Maharashtra,19.097266,72.850729,89.98
101875,DASHMESH AUTOMOBILES,MUMBAI,Maharashtra,19.08501,72.885546,89.98
101876,AMAR AUTOMOBILES (A/C WADI BUNDER ),MUMBAI,Maharashtra,18.960996,72.843762,89.98
101877,MARINE SERVICES,MUMBAI,Maharashtra,18.957213,72.849668,89.98
101894,B.M.TAWRI,SINNAR,Maharashtra,19.845726,73.991161,91.3
101896,KHALSA AUTOMOBILES,NASHIK,Maharashtra,20.010032,73.792704,91.28
101898,M.R.RATHI,GHOTI,Maharashtra,19.699256,73.602911,91.21
101899,M.TAHERALI& CO,NASHIK,Maharashtra,19.903869,73.831674,91.31
101902,N.L.GANDHI & CO.,RAJUR,Maharashtra,19.906137,73.700828,91.32
101903,OM SERVICE STN.,NASHIK,Maharashtra,19.997709,73.781593,91.28
101904,PRAKASH AUTOMOBILES,NASHIK,Maharashtra,19.983499,73.78224,91.28
101905,SRI SADGURU AUTOMOBILES,"WAVI, SINNAR",Maharashtra,19.80751,74.234107,91.02
101906,VINOD AUTO,NASHIK,Maharashtra,19.994786,73.762894,91.28
101908,C.R.CONTRACTOR,VADAPPEI,Maharashtra,19.344343,73.127291,90.41
101909,C.P.SHAH & SONS,TALASIRI,Maharashtra,20.124002,72.916427,91.24
101910,J.K.& SONS,PURNANDI,Maharashtra,19.257192,73.025955,90.24
101911,KUNAL AUTOMOBILES,KHARBHAV,Maharashtra,19.296858,72.995543,90.29
101912,MONTGOMERY AUTOMOBILES,REHNALDI,Maharashtra,19.264179,73.032064,90.26
101914,R.MAYER IRANI,DAHANU,Maharashtra,19.98828,72.750403,91.18
101915,SUNDERLAL BENI PD.,BHIWANDI,Maharashtra,19.296928,73.063043,90.35
101917,Y C SHAH & CO,JAWAHAR,Maharashtra,19.916957,73.231351,91.35
101918,A.I.TRANSPORT,RAIGAD,Maharashtra,18.538016,73.138769,90.87
101919,ABOOBAKAR & CO.,TALOJA,Maharashtra,19.07122,73.089586,90.35
101920,A.G.JAJAL & SONS,PANVEL,Maharashtra,18.971843,73.130903,90.28
101921,AMOL AUTOMOBILES,SHEDUNG,Maharashtra,18.951748,73.174787,90.35
101922,AIROLI SERVICE CENTRE,NAVI MUMBAI,Maharashtra,19.148925,72.999725,90.18
101923,DHARAMTAR MOTOR STORES,WADKHAL,Maharashtra,18.709932,73.050345,90.64
101924,GURUGOBIND MOTORS,NADHAL,Maharashtra,18.902469,73.221981,90.48
101925,HIGHWAY AUTO SERVICE,MAHAD,Maharashtra,18.085645,73.438717,91.57
101927,VIMAL PATIL AUTO SERVICE,NAGOTHANE,Maharashtra,18.568718,73.099094,90.87
101928,DRONAGIRI SERVICE CENTRE,DRONAGIRI,Maharashtra,18.901054,73.006379,90.33
101930,KRISHNA PETROLEUM CENTRE,KALAMBOLI,Maharashtra,19.017976,73.11253,90.23
101931,KAJAL AUTOMOBILES,ULHASNAGAR,Maharashtra,19.228271,73.153771,90.51
101932,K .M.SUCHAK,NAVI MUMBAI,Maharashtra,19.118156,73.006715,90.15
101934,K.T.TRADING,AMBERNATH,Maharashtra,19.207263,73.197133,90.48
101935,NAVDA SERVICE STATION,TALOJA,Maharashtra,19.056195,73.106353,90.26
101937,POLADPUR AUTO CENTRE,POLADPUR,Maharashtra,17.982133,73.465513,91.62
101941,ROSHAN AUTO SERVICE,SHAHAD,Maharashtra,19.241562,73.148808,90.43
101942,SAGEER BROTHERS,URAN,Maharashtra,18.880078,72.946419,90.33
101946,TURBHE SERVICE CENTRE,NAVI MUMBAI,Maharashtra,19.067837,73.014338,90.11
101948,UNIVERSAL AUTO,NAVI MUMBAI,Maharashtra,19.095947,73.006051,90.11
101949,VAIBHAO AUTOMOBILES,KHOLKA,Maharashtra,18.966234,73.138884,90.32
101950,VICTORY AUTOMOBILES,KALAMBOLI,Maharashtra,19.014641,73.106277,90.23
101953,MILLAN PETROLEUM,KANHEPHATA,Maharashtra,18.754873,73.601265,90.72
101954,ASHOK AUTO MOBILES,WALIV,Maharashtra,19.414058,72.875543,90.41
101955,BASSEIN PETROL SUPPLY CO A/C VIRAR,VIRAR,Maharashtra,19.452121,72.807965,90.57
101956,BASSEIN PETROL SUPPLY CO,VASAI,Maharashtra,19.376371,72.826458,90.54
101957,BHARAT PETROL SUPPLY CO,BASEIN,Maharashtra,19.346377,72.808039,90.67
101958,C.T.PARIKH SERVICE CENTRE,BOISAR,Maharashtra,19.810792,72.742415,91.08
101959,C.T.PARIKH AGENCY,PALGHAR,Maharashtra,19.699273,72.762029,90.99
101961,DAHISAR SERVICE STATON,MIRA AND BHAYANDER,Maharashtra,19.271715,72.88125,90.24
101962,DODHIA PETROL SUPPLY CO,MIRA AND BHAYANDER,Maharashtra,19.274714,72.887105,90.24
101963,GANESH AUTOMOBILES,THANE,Maharashtra,19.202787,72.975983,90.15
101965,LAXMI AUTOMOBILES,THANE,Maharashtra,19.235157,72.976355,90.15
101967,PANKAJ AUTO CENTRE,MANOR,Maharashtra,19.722024,72.932429,90.81
101968,SAI SERVICE CENTRE,MIRA AND BHAYANDER,Maharashtra,19.290766,72.862836,90.27
101969,SNEH ENTERPRIESE,PELHAR VASAI,Maharashtra,19.444036,72.881366,90.41
101971,VISHRAM SERVICE CENTRE,BAPANE VILL,Maharashtra,19.358792,72.892339,90.4
101972,UNIVERSAL SERVICE CENTRE,THANE,Maharashtra,19.214985,72.97733,90.15
101973,YESH SERVICE CENTER,KUDE NH8,Maharashtra,19.657195,72.905914,90.71
